,h_te_mean,h_te_median,h_te_min,h_te_max,latitude,longitude,h_te_mode,h_te_skew,n_te_photons,segment_snowcover,terrain_slope,h_te_uncertainty,dem_h,x,y
0,1792.8568115234375,1790.5625,1784.5186767578125,1803.986083984375,37.73546600341797,-119.70032501220703,3.4028234663852886e+38,0.6051848530769348,12.0,1.0,0.4815520942211151,149.40585327148438,1856.8524169921875,262047.2766099693,4179898.290375843
1,1819.40234375,1818.4609375,1814.9228515625,1827.3944091796875,37.736366271972656,-119.70042419433594,3.4028234663852886e+38,0.65461665391922,10.0,1.0,0.26598554849624634,181.94070434570312,1872.4271240234375,262041.41914751183,4179998.4529639077
2,1835.8720703125,1835.981689453125,1833.9989013671875,1837.9171142578125,37.73726272583008,-119.7005386352539,3.4028234663852886e+38,0.10717915743589401,5.0,1.0,0.08540353924036026,367.1745300292969,1884.9007568359375,262034.2049101455,4180098.2310524
3,1844.076416015625,1844.1181640625,1843.7293701171875,1844.4283447265625,37.738162994384766,-119.70064544677734,1844.300048828125,-0.07674776017665863,9.0,1.0,-4.415092007548083e-06,204.8973846435547,1891.353515625,262027.6756013241,4180198.4131055935
4,1857.1666259765625,1857.609130859375,1855.5596923828125,1858.1563720703125,37.739959716796875,-119.70085906982422,1857.800048828125,-0.5852052569389343,15.0,1.0,0.013982517644762993,123.81112670898438,1888.2655029296875,262014.6056217853,4180398.353944518
5,1852.3917236328125,1851.1357421875,1849.10986328125,1857.0322265625,37.74085998535156,-119.70096588134766,1849.9000244140625,0.4541599750518799,35.0,1.0,-0.08979734033346176,52.92552947998047,1876.8369140625,262008.07717423316,4180498.5360789835
6,1843.5699462890625,1843.508056640625,1835.401611328125,1849.0238037109375,37.74176025390625,-119.70108032226562,1841.5,-0.2824774384498596,12.0,1.0,-0.1364872008562088,153.63119506835938,1868.240234375,262000.87664259455,4180598.7376571423
7,1808.5445556640625,1808.4315185546875,1805.254638671875,1813.08154296875,37.74265670776367,-119.7011947631836,1812.0,0.36812493205070496,19.0,1.0,-0.0010412833653390408,95.1866455078125,1866.5921630859375,261993.6641884575,4180698.5159153505
8,1837.2999267578125,1838.6181640625,1816.052734375,1844.87744140625,37.74355697631836,-119.70130157470703,1838.5,-1.4817686080932617,24.0,1.0,0.2930852472782135,76.5549087524414,1873.6173095703125,261987.1366185369,4180798.6981329387
9,1876.5469970703125,1877.08935546875,1863.3646240234375,1887.09619140625,37.745357513427734,-119.70150756835938,3.4028234663852886e+38,-0.11337139457464218,22.0,1.0,0.27702969312667847,85.29833221435547,1923.53564453125,261974.75467966966,4180999.0432290873
10,1976.7802734375,1980.009033203125,1959.6334228515625,1986.1253662109375,37.747154235839844,-119.70171356201172,3.4028234663852886e+38,-0.7773391008377075,10.0,1.0,0.5220127701759338,197.68006896972656,2003.104248046875,261962.36162795805,4181198.9650807404
11,2017.3038330078125,2018.8785400390625,1992.044921875,2035.763671875,37.74805450439453,-119.70182037353516,3.4028234663852886e+38,-0.2428770363330841,13.0,1.0,0.4365965723991394,155.1806640625,2047.584716796875,261955.83547789857,4181299.1474319515
12,2049.1416015625,2047.363525390625,2036.3818359375,2061.294677734375,37.74895477294922,-119.7019271850586,3.4028234663852886e+38,0.1358269602060318,11.0,1.0,0.35303956270217896,186.28736877441406,2091.001953125,261949.30961523988,4181399.329810267
13,2095.23095703125,2094.925048828125,2076.1044921875,2113.666748046875,37.74985122680664,-119.70203399658203,2087.699951171875,-0.24680186808109283,24.0,1.0,0.38421690464019775,87.30255126953125,2130.872314453125,261942.7718080257,4181499.08886624
14,2138.664306640625,2136.29345703125,2118.189697265625,2163.398193359375,37.75075149536133,-119.7021255493164,3.4028234663852886e+38,0.16688692569732666,10.0,1.0,0.49777334928512573,213.8736572265625,2160.620849609375,261937.59109947996,4181599.2324471497
15,2167.480224609375,2167.457275390625,2166.836669921875,2168.4990234375,37.751651763916016,-119.70223236083984,2167.800048828125,0.44109755754470825,11.0,1.0,0.0012439070269465446,197.0436553955078,2182.64306640625,261931.06608201534,4181699.4149048664
16,2161.989013671875,2163.712890625,2156.71435546875,2166.6025390625,37.7525520324707,-119.70234680175781,2156.699951171875,-0.23750336468219757,20.0,1.0,-0.12440092861652374,108.09965515136719,2202.779052734375,261923.8690782638,4181799.6168172937
17,2161.848876953125,2161.339599609375,2156.364990234375,2173.2578125,37.753448486328125,-119.70245361328125,2160.900146484375,0.8133527040481567,18.0,1.0,0.15302573144435883,120.10295867919922,2220.608642578125,261917.33240894446,4181899.3759804596
18,2185.506591796875,2186.1591796875,2174.610107421875,2197.09521484375,37.75434875488281,-119.70256042480469,2192.800048828125,-0.3055964410305023,20.0,1.0,0.4285704493522644,109.27589416503906,2225.349365234375,261910.80826118958,4181999.5585203557
19,2184.780517578125,2184.685302734375,2174.43212890625,2198.1015625,37.7552490234375,-119.70267486572266,2175.60009765625,0.22442534565925598,25.0,1.0,-0.26628607511520386,87.39169311523438,2208.316162109375,261903.61215159207,4182099.7605177974
20,2166.529052734375,2165.813232421875,2157.803466796875,2172.79248046875,37.75614547729492,-119.7027816772461,2170.900146484375,-0.12393520027399063,23.0,1.0,-0.14613011479377747,94.19709777832031,2188.033203125,261897.07634978482,4182199.51976296
21,2132.485107421875,2130.67578125,2123.703369140625,2151.189697265625,37.75704574584961,-119.70289611816406,3.4028234663852886e+38,0.9205889701843262,11.0,1.0,-0.33393871784210205,193.86370849609375,2179.051025390625,261889.8808387867,4182299.721817384
