,h_te_mean,h_te_median,h_te_min,h_te_max,latitude,longitude,h_te_mode,h_te_skew,n_te_photons,segment_snowcover,terrain_slope,h_te_uncertainty,dem_h,x,y
0,2231.64306640625,2232.59375,2222.681640625,2234.732177734375,37.73582077026367,-119.66494750976562,2233.900146484375,-1.3760782480239868,114.0,1.0,0.09326758235692978,19.575834274291992,2264.826904296875,265166.43734666007,4179848.2478044806
1,2226.890625,2227.259033203125,2224.46240234375,2230.600341796875,37.73672103881836,-119.66505432128906,2228.10009765625,0.18601781129837036,50.0,1.0,-0.02034226804971695,44.53782272338867,2276.26318359375,265159.8697406214,4179948.425512068
2,2242.204345703125,2238.872314453125,2232.29931640625,2257.46630859375,37.73762130737305,-119.6651611328125,3.4028234663852886e+38,0.428512841463089,17.0,1.0,0.2683693468570709,131.89512634277344,2286.1572265625,265153.3024211164,4180048.603246795
3,2270.97412109375,2272.0966796875,2258.754638671875,2280.6533203125,37.73851776123047,-119.66526794433594,2277.699951171875,-0.3275286853313446,148.0,1.0,0.24394722282886505,15.34448528289795,2297.586669921875,265146.7233260623,4180148.357663062
4,2291.287841796875,2292.306396484375,2280.560546875,2298.654541015625,37.739418029785156,-119.66537475585938,2295.199951171875,-0.38797226548194885,255.0,1.0,0.1759139448404312,8.985464096069336,2308.92626953125,265140.1565789086,4180248.5354520115
5,2303.132080078125,2302.998291015625,2298.44775390625,2308.931396484375,37.740318298339844,-119.66548156738281,2300.5,0.18055257201194763,195.0,1.0,0.10197746753692627,11.810944557189941,2320.15966796875,265133.5901183032,4180348.7132681007
6,2313.623779296875,2313.7900390625,2308.849609375,2317.50634765625,37.74121856689453,-119.66558074951172,2313.800048828125,-0.19025450944900513,204.0,1.0,0.08550102263689041,11.341296195983887,2329.7568359375,265127.69631568016,4180448.8719504834
7,2317.079833984375,2317.35791015625,2314.650390625,2318.2626953125,37.74211502075195,-119.66569519042969,2317.5,-0.8378844261169434,112.0,1.0,-0.027282416820526123,20.688213348388672,2334.427978515625,265120.44599176507,4180548.6456358554
8,2314.872314453125,2314.88134765625,2314.173095703125,2315.8671875,37.74301528930664,-119.66580963134766,2314.900146484375,0.34570664167404175,135.0,1.0,0.003817975986748934,17.14720344543457,2334.657470703125,265113.2080349614,4180648.8426960525
9,2316.892822265625,2317.04296875,2315.359375,2317.954833984375,37.74391174316406,-119.6659164428711,2317.400146484375,-0.4901602864265442,162.0,1.0,0.015833081677556038,14.301807403564453,2333.593017578125,265106.63066154276,4180748.597275601
